Date;Name;Year;Letterboxd URI;Rating
2023-02-23;Dolittle;2020;https://boxd.it/fXEy;2.5
2023-02-23;Brief Guide To A Happy Life;2012;https://boxd.it/M6Oc;2.5
2023-02-23;Tekkonkinkreet;2006;https://boxd.it/1Pui;2.5
2023-02-23;Dreambuilders;2020;https://boxd.it/lAJi;2.5
2023-02-23;Roald Dahl's The Witches;2020;https://boxd.it/jk0C;2.5
2023-02-23;Little White Lies;2010;https://boxd.it/JiI;2.5
2023-02-23;Hot Summer Nights;2017;https://boxd.it/bFIE;2.5
2023-02-23;Leto;2018;https://boxd.it/i9Tu;2.5
2023-02-23;Synecdoche, New York;2008;https://boxd.it/23zw;2.5
2023-02-23;Waiting...;2005;https://boxd.it/20Pw;2.5
2023-02-23;The Kids Are All Right;2010;https://boxd.it/13f0;2.5
2023-02-23;You Again;2010;https://boxd.it/16iw;2.5
2023-02-23;Blade Runner 2049;2017;https://boxd.it/b8wK;2.5
2023-02-23;Blade Runner;1982;https://boxd.it/2bcA;2.5
2023-02-23;2048: Nowhere to Run;2017;https://boxd.it/h4uC;2.5
2023-02-23;Gnomeo & Juliet;2011;https://boxd.it/OKi;2.5
2023-02-23;A Teacher;2020;https://boxd.it/sBB4;2.5
2023-02-23;Maze Runner: The Death Cure;2018;https://boxd.it/bakw;2.5
2023-02-23;The Road Within;2014;https://boxd.it/6JtS;2.5
2023-02-23;100 Things;2018;https://boxd.it/jX6u;2.5
2023-02-23;Stonewall;2015;https://boxd.it/8jaO;2.5
2023-02-23;No, You're Stupid;2016;https://boxd.it/qP0i;2.5
2023-02-23;Suck Me Shakespeer;2013;https://boxd.it/6R7A;2.5
2023-02-23;Russian Spleen;2019;https://boxd.it/lCRy;2.5
2023-02-23;Three Heroes and the Shamakhan Queen;2010;https://boxd.it/xLy;2.5
2023-02-23;The Breaks;1999;https://boxd.it/1MXw;2.5
2023-02-23;The Garden of Words;2013;https://boxd.it/5Ymq;2.5
2023-02-23;Brüno;2009;https://boxd.it/1GSA;2.5
2023-02-23;The Iron Giant;1999;https://boxd.it/1Wow;2.5
2023-02-23;To the Bone;2017;https://boxd.it/e5AK;2.5
2023-02-23;Raya and the Last Dragon;2021;https://boxd.it/jbkI;2.5
2023-02-23;Who Is America?;2018;https://boxd.it/jUOy;2.5
2023-02-23;Sitara: Let Girls Dream;2019;https://boxd.it/ocom;2.5
2023-02-23;Mr. Dough and the Egg Princess;2010;https://boxd.it/6otM;2.5
2023-02-23;Moxie;2021;https://boxd.it/lsQK;2.5
2023-02-23;Parenthood;1989;https://boxd.it/28CU;2.5
2023-02-23;Moonlight;2016;https://boxd.it/d6bE;2.5
2023-02-23;Brother;1997;https://boxd.it/1CA8;2.5
2023-02-23;Beginners;2010;https://boxd.it/s2S;2.5
2023-02-23;The Croods: A New Age;2020;https://boxd.it/jeHK;2.5
2023-02-23;Hot Fuzz;2007;https://boxd.it/2416;2.5
2023-02-23;I'm Losing It;2018;https://boxd.it/hXzi;2.5
2023-02-23;Mank;2020;https://boxd.it/mIuC;2.5
2023-02-23;Wonder Park;2019;https://boxd.it/e1A2;2.5
2023-02-23;Trolls World Tour;2020;https://boxd.it/fUCu;2.5
2023-02-23;Trolls;2016;https://boxd.it/4p8Q;2.5
2023-02-23;Sex Tape;2014;https://boxd.it/6FRG;2.5
2023-02-23;Taxi Driver;1976;https://boxd.it/2b8y;2.5
2023-02-23;A Walk to Remember;2002;https://boxd.it/1WLq;2.5
2023-02-23;Due Date;2010;https://boxd.it/YFs;2.5
2023-02-23;Citizen Kane;1941;https://boxd.it/71O;2.5
2023-02-23;Hocus Pocus;1993;https://boxd.it/1Wgi;2.5
2023-02-23;The Kid;1921;https://boxd.it/1X5U;2.5
2023-02-23;The Great Train Robbery;1903;https://boxd.it/22JU;2.5
